SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerId,SalesPersonId,TerritoryID,BillToAddressID,ShipToAddressID,CreditCardId,CreditCardApprovalCode,CurrencyRateID,Subtotal,TaxAmt,Freight,Comment,rowguid,ModifiedDate
46465,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46465,NULL,10-4030-012898,12898,NULL,4,18788,18788,1,1132268Vi62404,NULL,3578.27,286.2616,89.4568,NULL,A1B26F01-704B-4A39-A1DF-0987A9CEB23F,18/05/2012
46466,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46466,NULL,10-4030-012915,12915,NULL,1,29748,29748,1,NULL,NULL,3578.27,286.2616,89.4568,NULL,BB011600-81F0-4E19-8675-58C98B975147,18/05/2012
46467,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46467,NULL,10-4030-012180,12180,NULL,1,28687,28687,1,1132322Vi75262,NULL,3578.27,286.2616,89.4568,NULL,27EF56D3-D62D-480D-BA79-038054324910,18/05/2012
46468,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46468,NULL,10-4030-024431,24431,NULL,6,12953,12953,1,532339Vi38455,4178,3578.27,286.2616,89.4568,NULL,6D7F5DB1-D56C-4A92-B7A7-A00EF7A70338,18/05/2012
46469,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46469,NULL,10-4030-019033,19033,NULL,7,21756,21756,1,332605Vi49069,NULL,699.0982,55.9279,17.4775,NULL,E41604ED-FDBE-42EA-91B1-1E9CA0A6E98D,18/05/2012
46470,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46470,NULL,10-4030-014915,14915,NULL,1,11955,11955,1,533647Vi33618,NULL,699.0982,55.9279,17.4775,NULL,9CFDDE97-F1E6-4B7C-9BC8-E801467937E3,18/05/2012
46471,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46471,NULL,10-4030-014979,14979,NULL,8,22771,22771,1,135123Vi44703,NULL,3578.27,286.2616,89.4568,NULL,AC19CDAF-0996-4278-8044-B74FB8542B83,18/05/2012
46472,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46472,NULL,10-4030-012248,12248,NULL,9,13956,13956,1,835142Vi21048,4176,3399.99,271.9992,84.9998,NULL,D404666F-FC21-4D2C-AEF8-7AEAA10E82E9,18/05/2012
46473,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46473,NULL,10-4030-014969,14969,NULL,8,16050,16050,1,835239Vi1490,NULL,3578.27,286.2616,89.4568,NULL,D37277F4-CF0D-4FAC-9C00-46C570C302C3,18/05/2012
46474,8,11/05/2012,23/05/2012,18/05/2012,5,1,SO46474,NULL,10-4030-025944,25944,NULL,9,29252,29252,1,NULL,4176,699.0982,55.9279,17.4775,NULL,A82BAEAB-940E-4C83-8A99-DBB577FC8A51,18/05/2012
46475,8,12/05/2012,24/05/2012,19/05/2012,5,1,SO46475,NULL,10-4030-020575,20575,NULL,10,26716,26716,1,1232610Vi17183,4192,699.0982,55.9279,17.4775,NULL,641906C2-36DC-4E05-A2B2-E80B8985A08C,19/05/2012
46476,8,12/05/2012,24/05/2012,19/05/2012,5,1,SO46476,NULL,10-4030-026110,26110,NULL,1,15410,15410,1,1033239Vi26751,NULL,3374.99,269.9992,84.3748,NULL,C327226D-D432-44F7-B59F-2446194C0D51,19/05/2012
46477,8,12/05/2012,24/05/2012,19/05/2012,5,1,SO46477,NULL,10-4030-012009,12009,NULL,9,16307,16307,1,135190Vi48160,4187,3399.99,271.9992,84.9998,NULL,614CF7FF-3934-4600-A67A-62A0549D61C2,19/05/2012
46478,8,12/05/2012,24/05/2012,19/05/2012,5,1,SO46478,NULL,10-4030-025939,25939,NULL,9,22450,22450,1,535365Vi48845,4187,699.0982,55.9279,17.4775,NULL,A4A43F73-21C8-4677-83F9-8A67A5924BDC,19/05/2012
46479,8,13/05/2012,25/05/2012,20/05/2012,5,1,SO46479,NULL,10-4030-012768,12768,NULL,4,24961,24961,1,132244Vi80479,NULL,3578.27,286.2616,89.4568,NULL,2BBD91BA-251C-4DEB-9C14-89E7B3F71F18,20/05/2012
46480,8,13/05/2012,25/05/2012,20/05/2012,5,1,SO46480,NULL,10-4030-026114,26114,NULL,4,23472,23472,1,1033243Vi81710,NULL,3399.99,271.9992,84.9998,NULL,B09E3C4E-1122-4159-953C-92EA23D44C0B,20/05/2012
46481,8,13/05/2012,25/05/2012,20/05/2012,5,1,SO46481,NULL,10-4030-020623,20623,NULL,9,12315,12315,1,534208Vi83245,4198,3578.27,286.2616,89.4568,NULL,23AE358F-E771-484C-999F-CD8AE24943FA,20/05/2012
46482,8,13/05/2012,25/05/2012,20/05/2012,5,1,SO46482,NULL,10-4030-012245,12245,NULL,9,25802,25802,1,735140Vi14482,4198,3399.99,271.9992,84.9998,NULL,3263A83F-3FC8-4589-8626-BFFCE7129BEC,20/05/2012
46483,8,14/05/2012,26/05/2012,21/05/2012,5,1,SO46483,NULL,10-4030-012883,12883,NULL,4,12099,12099,1,632261Vi53420,NULL,3578.27,286.2616,89.4568,NULL,400FAE3F-1F33-4DCB-BAF2-0BC30FC68FE6,21/05/2012
46484,8,14/05/2012,26/05/2012,21/05/2012,5,1,SO46484,NULL,10-4030-012437,12437,NULL,1,13052,13052,1,532345Vi21373,NULL,3578.27,286.2616,89.4568,NULL,213A6287-FCEE-4AA3-93AF-F4C0E64DB479,21/05/2012
46485,8,14/05/2012,26/05/2012,21/05/2012,5,1,SO46485,NULL,10-4030-012755,12755,NULL,4,29414,29414,1,NULL,NULL,3578.27,286.2616,89.4568,NULL,D321F82B-41E6-4A77-930F-EE06D7511843,21/05/2012
46486,8,14/05/2012,26/05/2012,21/05/2012,5,1,SO46486,NULL,10-4030-019901,19901,NULL,8,29232,29232,1,NULL,NULL,699.0982,55.9279,17.4775,NULL,8EA14A04-7C8B-40EB-8F23-15A71B3262D6,21/05/2012
46487,8,14/05/2012,26/05/2012,21/05/2012,5,1,SO46487,NULL,10-4030-014913,14913,NULL,4,19140,19140,1,1233764Vi76846,NULL,699.0982,55.9279,17.4775,NULL,B1087977-135E-4D6F-B183-970E0DE0D16B,21/05/2012
46488,8,14/05/2012,26/05/2012,21/05/2012,5,1,SO46488,NULL,10-4030-020628,20628,NULL,9,22754,22754,1,635021Vi14740,4209,3578.27,286.2616,89.4568,NULL,6F21BAB7-5025-49B3-B6FF-EBBACCA6F808,21/05/2012
46489,8,15/05/2012,27/05/2012,22/05/2012,5,1,SO46489,NULL,10-4030-024666,24666,NULL,6,21367,21367,1,1232263Vi90028,4222,3578.27,286.2616,89.4568,NULL,E4DC528D-BDC6-493B-BE08-9CE1D3342714,22/05/2012
46490,8,15/05/2012,27/05/2012,22/05/2012,5,1,SO46490,NULL,10-4030-012189,12189,NULL,4,19626,19626,1,1232330Vi9061,NULL,3578.27,286.2616,89.4568,NULL,C0337FD1-6F96-4DA8-87D4-BEF8DD4969C0,22/05/2012
46491,8,16/05/2012,28/05/2012,23/05/2012,5,1,SO46491,NULL,10-4030-024759,24759,NULL,6,18520,18520,1,232273Vi82429,4233,3578.27,286.2616,89.4568,NULL,F6A91AFD-6A3D-492D-86E7-5B95841BBA97,23/05/2012
46492,8,16/05/2012,28/05/2012,23/05/2012,5,1,SO46492,NULL,10-4030-012198,12198,NULL,1,25817,25817,1,132332Vi92927,NULL,3578.27,286.2616,89.4568,NULL,20B54046-E872-4C8C-9205-DD043F70AFCD,23/05/2012
46493,8,16/05/2012,28/05/2012,23/05/2012,5,1,SO46493,NULL,10-4030-015023,15023,NULL,1,23144,23144,1,133652Vi24425,NULL,699.0982,55.9279,17.4775,NULL,E4DFA671-9312-48B9-9AD0-D3912BD317B7,23/05/2012
46494,8,16/05/2012,28/05/2012,23/05/2012,5,1,SO46494,NULL,10-4030-020983,20983,NULL,9,19645,19645,1,1234106Vi88729,4231,3578.27,286.2616,89.4568,NULL,A8020341-66A4-424B-A42E-4E38B0AAFF15,23/05/2012
46495,8,16/05/2012,28/05/2012,23/05/2012,5,1,SO46495,NULL,10-4030-020989,20989,NULL,9,28723,28723,1,134111Vi2176,4231,3578.27,286.2616,89.4568,NULL,2EE44E89-ADC9-4D84-8947-C04D17327D95,23/05/2012
46496,8,16/05/2012,28/05/2012,23/05/2012,5,1,SO46496,NULL,10-4030-020627,20627,NULL,9,22968,22968,1,434212Vi16940,4231,3578.27,286.2616,89.4568,NULL,D73E9661-852B-4CF2-8FDB-5526BDB6ED59,23/05/2012
46497,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46497,NULL,10-4030-013558,13558,NULL,7,26493,26493,1,930970Vi72999,NULL,3578.27,286.2616,89.4568,NULL,F7BD8881-A26B-4754-B943-4D9EF2947710,24/05/2012
46498,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46498,NULL,10-4030-012881,12881,NULL,4,18380,18380,1,1132259Vi6438,NULL,3578.27,286.2616,89.4568,NULL,9A1DE1E7-F26C-4C21-BA77-712D9E707A9B,24/05/2012
46499,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46499,NULL,10-4030-012179,12179,NULL,1,21065,21065,1,1232321Vi8250,NULL,3578.27,286.2616,89.4568,NULL,002D26A0-85DA-4C39-8CC0-9FFDDD788DBB,24/05/2012
46500,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46500,NULL,10-4030-012208,12208,NULL,1,16553,16553,1,1232336Vi328,NULL,3578.27,286.2616,89.4568,NULL,B9CEE400-7B3A-4295-83F9-72FA38756209,24/05/2012
46501,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46501,NULL,10-4030-019518,19518,NULL,8,13117,13117,1,332603Vi76286,NULL,699.0982,55.9279,17.4775,NULL,3C54CE24-A5F6-4D8B-93C6-36C45F6D0855,24/05/2012
46502,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46502,NULL,10-4030-019051,19051,NULL,7,12613,12613,1,1232609Vi15883,NULL,699.0982,55.9279,17.4775,NULL,0D803137-7A81-4E41-B737-869DF9EDC469,24/05/2012
46503,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46503,NULL,10-4030-012764,12764,NULL,1,19787,19787,1,333170Vi13658,NULL,3578.27,286.2616,89.4568,NULL,1D9D0445-1FEE-4CE7-96C6-36C75A510A5A,24/05/2012
46504,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46504,NULL,10-4030-015005,15005,NULL,4,23737,23737,1,1033648Vi17656,NULL,699.0982,55.9279,17.4775,NULL,E2BF4332-F60C-430B-968A-5848B50EAD35,24/05/2012
46505,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46505,NULL,10-4030-012241,12241,NULL,9,15365,15365,1,635137Vi24532,4242,3399.99,271.9992,84.9998,NULL,322528DD-E790-4A5B-8FC3-E8F99F076C8B,24/05/2012
46506,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46506,NULL,10-4030-012242,12242,NULL,9,18056,18056,1,635138Vi55419,4242,3374.99,269.9992,84.3748,NULL,600E9F7E-8841-48A2-B777-4D3224226B85,24/05/2012
46507,8,17/05/2012,29/05/2012,24/05/2012,5,1,SO46507,NULL,10-4030-025941,25941,NULL,9,25256,25256,1,635367Vi98199,4242,699.0982,55.9279,17.4775,NULL,A1247739-BBC8-4ACC-89C0-13DB9E09C953,24/05/2012
46508,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46508,NULL,10-4030-028504,28504,NULL,7,16780,16780,1,431689Vi56259,NULL,3374.99,269.9992,84.3748,NULL,770754E1-C62B-4580-8E62-47B1405938BD,25/05/2012
46509,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46509,NULL,10-4030-012886,12886,NULL,4,16274,16274,1,632266Vi43967,NULL,3578.27,286.2616,89.4568,NULL,A45FE803-F10C-4220-80FA-301D6D4D0F59,25/05/2012
46510,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46510,NULL,10-4030-024386,24386,NULL,6,20314,20314,1,632323Vi33908,4255,3578.27,286.2616,89.4568,NULL,D97CDE72-CC99-4B05-9D77-F48C72CE488B,25/05/2012
46511,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46511,NULL,10-4030-024392,24392,NULL,6,25225,25225,1,232327Vi74076,4255,3578.27,286.2616,89.4568,NULL,A25B6E3C-B281-46AD-A790-1F8BF5823A1E,25/05/2012
46512,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46512,NULL,10-4030-012209,12209,NULL,4,13587,13587,1,1232337Vi71148,NULL,3578.27,286.2616,89.4568,NULL,385892FC-E7A0-4E0E-8641-F8ACAFB9D1E1,25/05/2012
46513,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46513,NULL,10-4030-024418,24418,NULL,6,27518,27518,1,632338Vi79771,4255,3578.27,286.2616,89.4568,NULL,18DB0BFF-51FE-41BD-82B9-BDE51079AF8C,25/05/2012
46514,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46514,NULL,10-4030-019028,19028,NULL,7,12170,12170,1,632604Vi25804,NULL,699.0982,55.9279,17.4775,NULL,D0ACE381-059A-401C-ADB0-6DD94F1D7710,25/05/2012
46515,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46515,NULL,10-4030-019904,19904,NULL,8,28924,28924,1,132608Vi93384,NULL,699.0982,55.9279,17.4775,NULL,479DCFCF-C2CC-48A2-BAC0-4C5F2CAD013F,25/05/2012
46516,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46516,NULL,10-4030-026116,26116,NULL,1,21504,21504,1,233244Vi35884,NULL,3374.99,269.9992,84.3748,NULL,39C68292-6DAF-47B3-A255-CFB9046ABA7B,25/05/2012
46517,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46517,NULL,10-4030-020624,20624,NULL,9,17905,17905,1,1134209Vi85864,4253,3578.27,286.2616,89.4568,NULL,942A6D75-9D27-4487-A0EE-59FC962E6A68,25/05/2012
46518,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46518,NULL,10-4030-020814,20814,NULL,9,26802,26802,1,435024Vi6044,4253,3578.27,286.2616,89.4568,NULL,F1312F45-E903-4DB4-821C-ACAD2384789B,25/05/2012
46519,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46519,NULL,10-4030-015660,15660,NULL,10,29650,29650,1,NULL,4258,3578.27,286.2616,89.4568,NULL,A5E69162-EE44-4625-81B3-C3D26C56E7F1,25/05/2012
46520,8,18/05/2012,30/05/2012,25/05/2012,5,1,SO46520,NULL,10-4030-024491,24491,NULL,6,29749,29749,1,NULL,4255,3578.27,286.2616,89.4568,NULL,2D616ABA-1DB3-46A5-AEE7-F29E277DC40F,25/05/2012
46521,8,19/05/2012,31/05/2012,26/05/2012,5,1,SO46521,NULL,10-4030-012770,12770,NULL,4,13942,13942,1,532246Vi52862,NULL,3578.27,286.2616,89.4568,NULL,BF351F33-CB1F-462C-85E6-375A57809335,26/05/2012
46522,8,19/05/2012,31/05/2012,26/05/2012,5,1,SO46522,NULL,10-4030-012882,12882,NULL,4,14077,14077,1,232260Vi20768,NULL,3578.27,286.2616,89.4568,NULL,5E2F5D26-6595-4F86-8D3A-8BCAABA77415,26/05/2012
46523,8,19/05/2012,31/05/2012,26/05/2012,5,1,SO46523,NULL,10-4030-012756,12756,NULL,4,22282,22282,1,532359Vi36657,NULL,3578.27,286.2616,89.4568,NULL,ED3EB899-9762-4A39-8EE7-53BC20B7A993,26/05/2012
46524,8,19/05/2012,31/05/2012,26/05/2012,5,1,SO46524,NULL,10-4030-026111,26111,NULL,4,21690,21690,1,1233240Vi18017,NULL,3374.99,269.9992,84.3748,NULL,B0FD9A1A-D757-4451-8409-5FBC810D44B6,26/05/2012
46525,8,19/05/2012,31/05/2012,26/05/2012,5,1,SO46525,NULL,10-4030-020816,20816,NULL,9,14624,14624,1,1235026Vi80536,4264,3578.27,286.2616,89.4568,NULL,36414C07-44E0-4E87-8745-18D820CC4FF5,26/05/2012
46526,8,19/05/2012,31/05/2012,26/05/2012,5,1,SO46526,NULL,10-4030-012253,12253,NULL,9,20524,20524,1,1135146Vi6768,4264,3399.99,271.9992,84.9998,NULL,9E8D7C14-80D8-4C09-983B-7A5B429BE371,26/05/2012
46527,8,19/05/2012,31/05/2012,26/05/2012,5,1,SO46527,NULL,10-4030-025940,25940,NULL,9,20911,20911,1,735366Vi50374,4264,699.0982,55.9279,17.4775,NULL,AB68D35E-322D-4007-92E7-0583DBF6CA9F,26/05/2012
46528,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46528,NULL,10-4030-015063,15063,NULL,8,19543,19543,1,730971Vi61024,NULL,3578.27,286.2616,89.4568,NULL,81C004D2-8222-4C8B-8B7C-9878BA42A29F,27/05/2012
46529,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46529,NULL,10-4030-012784,12784,NULL,1,25224,25224,1,732257Vi79100,NULL,3578.27,286.2616,89.4568,NULL,CCB26D23-3171-4372-ADDB-9B836F159ABC,27/05/2012
46530,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46530,NULL,10-4030-024671,24671,NULL,6,15790,15790,1,532265Vi49471,4277,3578.27,286.2616,89.4568,NULL,1153624B-B1C3-4AC9-B7BB-EFE90241E6B1,27/05/2012
46531,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46531,NULL,10-4030-012423,12423,NULL,1,21552,21552,1,632343Vi6906,NULL,3578.27,286.2616,89.4568,NULL,10F6BEAB-399D-465B-8AA8-51500536A411,27/05/2012
46532,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46532,NULL,10-4030-019041,19041,NULL,7,14980,14980,1,1232606Vi15339,NULL,699.0982,55.9279,17.4775,NULL,32E891D7-CD96-469D-8C1A-B2959A205AA3,27/05/2012
46533,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46533,NULL,10-4030-026106,26106,NULL,4,26203,26203,1,633237Vi29456,NULL,3374.99,269.9992,84.3748,NULL,57BBC92D-82E5-47B6-820F-696DC21EF6EC,27/05/2012
46534,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46534,NULL,10-4030-020620,20620,NULL,9,28481,28481,1,534205Vi16063,4275,3578.27,286.2616,89.4568,NULL,855C9804-E33E-4E15-8BE5-BF39F2BEF200,27/05/2012
46535,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46535,NULL,10-4030-020815,20815,NULL,9,25512,25512,1,1035025Vi12255,4275,3578.27,286.2616,89.4568,NULL,2DB5E3E3-2D66-4F42-9A93-DFC8D752C1C1,27/05/2012
46536,8,20/05/2012,01/06/2012,27/05/2012,5,1,SO46536,NULL,10-4030-013556,13556,NULL,7,21101,21101,1,635703Vi16711,NULL,3578.27,286.2616,89.4568,NULL,E84D962B-D2AA-4FC7-93EE-C77E3E2666F0,27/05/2012
46537,8,21/05/2012,02/06/2012,28/05/2012,5,1,SO46537,NULL,10-4030-011427,11427,NULL,8,22931,22931,1,631694Vi90985,NULL,3399.99,271.9992,84.9998,NULL,8F208656-72DC-452D-B4AD-40225E0C47BD,28/05/2012
46538,8,21/05/2012,02/06/2012,28/05/2012,5,1,SO46538,NULL,10-4030-012774,12774,NULL,4,11532,11532,1,332251Vi52969,NULL,3578.27,286.2616,89.4568,NULL,5DB51691-7AB8-4183-B225-4945B91A25F6,28/05/2012
46539,8,21/05/2012,02/06/2012,28/05/2012,5,1,SO46539,NULL,10-4030-012200,12200,NULL,4,21931,21931,1,232333Vi53165,NULL,3578.27,286.2616,89.4568,NULL,AD5B183C-1692-491A-906A-91938DEA57E2,28/05/2012
46540,8,21/05/2012,02/06/2012,28/05/2012,5,1,SO46540,NULL,10-4030-020822,20822,NULL,9,29032,29032,1,434104Vi16405,4286,3578.27,286.2616,89.4568,NULL,CDB96B46-CCA8-48D7-BE2E-D3453F647BFE,28/05/2012
46541,8,21/05/2012,02/06/2012,28/05/2012,5,1,SO46541,NULL,10-4030-020617,20617,NULL,9,20632,20632,1,1234204Vi56390,4286,3578.27,286.2616,89.4568,NULL,0D878674-178C-419C-B0B8-998A295F068E,28/05/2012
46542,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46542,NULL,10-4030-011431,11431,NULL,8,12965,12965,1,1230736Vi97583,NULL,3399.99,271.9992,84.9998,NULL,33878AC4-0DDD-4700-8595-2EB7EC92290C,29/05/2012
46543,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46543,NULL,10-4030-011549,11549,NULL,10,29878,29878,1,NULL,4302,3399.99,271.9992,84.9998,NULL,61261BB5-3529-42F5-AEAD-BEC40BC1BD49,29/05/2012
46544,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46544,NULL,10-4030-012766,12766,NULL,1,15920,15920,1,1232243Vi98174,NULL,3578.27,286.2616,89.4568,NULL,47DEC746-4F30-4D42-92B1-9B496DFDCFCB,29/05/2012
46545,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46545,NULL,10-4030-024646,24646,NULL,6,24168,24168,1,132249Vi56782,4299,3578.27,286.2616,89.4568,NULL,71252521-1A0C-43EC-B0EB-C6500BFD6562,29/05/2012
46546,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46546,NULL,10-4030-012780,12780,NULL,1,23830,23830,1,732256Vi97625,NULL,3578.27,286.2616,89.4568,NULL,2D5A7C14-D78C-4D2E-B182-8FA3155E1205,29/05/2012
46547,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46547,NULL,10-4030-012917,12917,NULL,1,16462,16462,1,232275Vi93645,NULL,3578.27,286.2616,89.4568,NULL,37B1AD36-E28B-48DA-A16A-E3063573BAC5,29/05/2012
46548,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46548,NULL,10-4030-012418,12418,NULL,1,26089,26089,1,632342Vi98718,NULL,3578.27,286.2616,89.4568,NULL,88460A9D-1743-4252-8E62-5A006E560BC7,29/05/2012
46549,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46549,NULL,10-4030-012452,12452,NULL,1,24318,24318,1,932354Vi87326,NULL,3578.27,286.2616,89.4568,NULL,42EBADA4-1102-4A3D-B1DE-BFA452DA0B9F,29/05/2012
46550,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46550,NULL,10-4030-026097,26097,NULL,4,15189,15189,1,1133233Vi79417,NULL,3374.99,269.9992,84.3748,NULL,185FC447-B917-44F5-85FD-39CF1623F3CA,29/05/2012
46551,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46551,NULL,10-4030-014914,14914,NULL,4,17327,17327,1,133646Vi91754,NULL,699.0982,55.9279,17.4775,NULL,5D71EF2A-AA8E-46B5-B80B-0FC66AE08633,29/05/2012
46552,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46552,NULL,10-4030-015017,15017,NULL,4,12037,12037,1,133651Vi56422,NULL,699.0982,55.9279,17.4775,NULL,463D1CEF-68B6-4164-A4F9-EB11BF9C0D84,29/05/2012
46553,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46553,NULL,10-4030-020985,20985,NULL,9,14946,14946,1,834108Vi41000,4297,3578.27,286.2616,89.4568,NULL,9AC0C196-8102-45A3-9B47-43F1CE0BEB41,29/05/2012
46554,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46554,NULL,10-4030-020990,20990,NULL,9,12429,12429,1,234112Vi5244,4297,3578.27,286.2616,89.4568,NULL,57939FE0-D727-4EFB-B9D5-622E70E240B5,29/05/2012
46555,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46555,NULL,10-4030-012010,12010,NULL,9,11727,11727,1,835191Vi36169,4297,3374.99,269.9992,84.3748,NULL,97754D39-7F28-4610-9F5A-46DBEA5AB7AB,29/05/2012
46556,8,22/05/2012,03/06/2012,29/05/2012,5,1,SO46556,NULL,10-4030-025948,25948,NULL,9,28964,28964,1,1035372Vi6572,4297,699.0982,55.9279,17.4775,NULL,369BFDDA-3327-4553-BCD8-1BC9BADFA680,29/05/2012
46557,8,23/05/2012,04/06/2012,30/05/2012,5,1,SO46557,NULL,10-4030-012904,12904,NULL,4,14771,14771,1,932270Vi89320,NULL,3578.27,286.2616,89.4568,NULL,FB630F4F-FBD4-4ADF-8BE1-2DB84EED1B96,30/05/2012
46558,8,23/05/2012,04/06/2012,30/05/2012,5,1,SO46558,NULL,10-4030-012184,12184,NULL,1,24991,24991,1,1132325Vi72812,NULL,3578.27,286.2616,89.4568,NULL,DF8351E8-5DE5-42CC-BD05-55BCDDF33A30,30/05/2012
46559,8,23/05/2012,04/06/2012,30/05/2012,5,1,SO46559,NULL,10-4030-012762,12762,NULL,4,26756,26756,1,1233169Vi64960,NULL,3578.27,286.2616,89.4568,NULL,E0988501-108F-47A8-B96B-B99DC1FB29DA,30/05/2012
46560,8,23/05/2012,04/06/2012,30/05/2012,5,1,SO46560,NULL,10-4030-026096,26096,NULL,4,26097,26097,1,633232Vi19711,NULL,3399.99,271.9992,84.9998,NULL,4F4B508D-4BC5-4ADA-BA26-22DD8F871E21,30/05/2012
46561,8,23/05/2012,04/06/2012,30/05/2012,5,1,SO46561,NULL,10-4030-020625,20625,NULL,9,21924,21924,1,334210Vi78094,4308,3578.27,286.2616,89.4568,NULL,CD93F992-0CFA-40BA-B15E-D4D97569085D,30/05/2012
46562,8,23/05/2012,04/06/2012,30/05/2012,5,1,SO46562,NULL,10-4030-014978,14978,NULL,8,23754,23754,1,1235241Vi2533,NULL,3578.27,286.2616,89.4568,NULL,05E85082-1311-4845-AADE-5C34177F9418,30/05/2012
46563,8,23/05/2012,04/06/2012,30/05/2012,5,1,SO46563,NULL,10-4030-025945,25945,NULL,9,27107,27107,1,435369Vi66711,4308,699.0982,55.9279,17.4775,NULL,5B2CEA78-15BA-4A7E-9A4C-301177D5D95A,30/05/2012
46564,8,24/05/2012,05/06/2012,31/05/2012,5,1,SO46564,NULL,10-4030-011494,11494,NULL,10,24721,24721,1,931690Vi73171,4324,3399.99,271.9992,84.9998,NULL,244E7A9A-AA91-410B-9968-8E2A9E53A9FE,31/05/2012
46565,8,24/05/2012,05/06/2012,31/05/2012,5,1,SO46565,NULL,10-4030-012769,12769,NULL,1,14758,14758,1,1132245Vi58049,NULL,3578.27,286.2616,89.4568,NULL,EC05B6AC-28A2-4D66-829D-4B7719C7CDAC,31/05/2012
46566,8,24/05/2012,05/06/2012,31/05/2012,5,1,SO46566,NULL,10-4030-012789,12789,NULL,4,11489,11489,1,932258Vi45841,NULL,3578.27,286.2616,89.4568,NULL,D76ED176-041B-4B72-84A1-4443A300F86D,31/05/2012
46567,8,24/05/2012,05/06/2012,31/05/2012,5,1,SO46567,NULL,10-4030-012707,12707,NULL,1,13761,13761,1,1032356Vi5514,NULL,3578.27,286.2616,89.4568,NULL,F533C44C-750A-4A31-814D-FF57A0D87215,31/05/2012
46568,8,24/05/2012,05/06/2012,31/05/2012,5,1,SO46568,NULL,10-4030-012761,12761,NULL,1,11796,11796,1,932360Vi44809,NULL,3578.27,286.2616,89.4568,NULL,7FCAE95B-393B-400F-9721-EC903DF5C02F,31/05/2012
46569,8,25/05/2012,06/06/2012,01/06/2012,5,1,SO46569,NULL,10-4030-012450,12450,NULL,4,24602,24602,1,132353Vi15778,NULL,3578.27,286.2616,89.4568,NULL,AD8C0CE5-E3E9-426E-A955-7D948617F754,01/06/2012
46570,8,25/05/2012,06/06/2012,01/06/2012,5,1,SO46570,NULL,10-4030-013536,13536,NULL,7,17717,17717,1,635126Vi76018,NULL,3578.27,286.2616,89.4568,NULL,63565631-6D99-4500-A5A1-7DA08FB1AC72,01/06/2012
